station_code,location,state,temperature_c,do_mg_l,ph,conductivity_umhos_cm,bod_mg_l,nitrate_nitrite_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,year
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,26.0,6.6,7.3,59.0,0.7,0.57,281.0,541.0,2012
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",KERALA,26.0,6.2,7.3,66.0,0.8,0.55,303.0,609.0,2012
2297,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.1,7.0,67.0,1.0,0.34,170.0,538.0,2012
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,26.0,7.0,6.7,5341.0,1.1,0.37,158.0,528.0,2012
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.0,6.7,7.3,89.0,1.1,0.35,1163.0,2025.0,2012
2331,BHARATHAPUZHA AT KUTTIPPURAM,KERALA,28.0,6.2,7.3,136.0,1.0,0.46,296.0,676.0,2012
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,28.0,7.1,8.1,212.0,0.9,0.56,524.0,992.0,2012
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,29.0,6.3,6.3,134.0,1.2,0.67,224.0,780.0,2012
20,CHALIYAR AT KOOLIMADU,KERALA,26.0,7.3,7.2,76.0,0.6,0.31,468.0,893.0,2012
21,CHALIYAR AT CHUNGAPALLY,KERALA,26.0,7.0,7.3,11041.0,0.9,0.29,256.0,503.0,2012
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,28.0,6.8,7.1,75.0,0.8,0.5,693.0,1169.0,2012
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,29.0,7.4,7.2,61.0,0.7,0.11,54.0,255.0,2012
1573,CHITRAPUZHA AT IRUMPANAM,KERALA,28.0,1.7,6.6,769.0,3.4,1.11,556.0,1717.0,2012
2295,R CORAPUZHA AT KANAYANKODE,KERALA,26.0,6.1,7.5,14083.0,1.4,0.25,920.0,2686.0,2012
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,26.0,6.6,7.2,92.0,0.8,0.77,332.0,660.0,2012
2287,R ITHIKKARA AT ITHIKKARA,KERALA,25.0,6.6,7.2,1348.0,0.8,1.01,392.0,810.0,2012
1566,R KADALUNDI AT THIRURANGADY,KERALA,29.0,6.0,6.7,95.0,1.2,0.29,253.0,680.0,2012
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,29.0,6.6,6.8,78.0,1.0,0.2,275.0,626.0,2012
2337,KADAMBAYAR AT BRAHMAPURAM,KERALA,28.0,0.6,6.7,268.0,4.1,1.28,400.0,1308.0,2012
2338,KADAMBAYAR AT MANCKAKADAVU,KERALA,27.0,1.8,6.6,82.0,2.0,0.39,399.0,1410.0,2012
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",KERALA,25.0,7.1,7.2,61.0,1.0,0.34,251.0,608.0,2012
2294,R KALLAI AT KALLAI BRIDGE,KERALA,26.0,3.9,7.6,30298.0,2.5,0.59,4830.0,7240.0,2012
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.0,6.6,8.0,310.0,1.1,0.54,517.0,783.0,2012
3458,KARAPUZHA DAM AT WAYANAD,KERALA,27.0,7.0,7.1,97.0,0.8,0.35,45.0,77.0,2012
1571,R KARINGODE AT KAKKADAVU,KERALA,29.0,7.3,7.0,51.0,0.7,0.18,65.0,258.0,2012
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,29.0,0.5,7.1,1717.0,21.2,4.41,3317.0,15833.0,2012
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,29.0,7.0,7.4,55.0,0.9,0.32,800.0,1400.0,2012
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,29.0,6.1,6.8,67.0,1.1,0.58,80.0,394.0,2012
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,27.0,7.0,6.7,61.0,1.3,0.28,168.0,248.0,2012
2291,KEECHERI AT VADAKKANCHERY BDG,KERALA,30.0,5.2,6.9,81.0,1.5,0.37,71.0,465.0,2012
2326,R KORAYAR AT KANJIKODE,KERALA,27.0,6.1,8.0,510.0,1.1,0.72,784.0,1572.0,2012
1569,R KUPPAM AT THALIPARAMBA,KERALA,27.0,6.5,6.9,12150.0,1.8,0.52,711.0,1481.0,2012
2298,R KUPPAM AT RAYAROM,KERALA,25.0,7.9,7.2,50.0,1.1,0.3,319.0,845.0,2012
1567,R KUTTIYADE AT KUTTIYADY ESTATE,KERALA,25.0,7.5,6.9,34.0,0.9,0.14,110.0,256.0,2012
1568,"R MAHE AT VALAYAM, KERALA",KERALA,26.0,7.0,7.4,72.0,1.0,0.38,496.0,897.0,2012
2285,R MAMOM AT MAMOM BRIDGE,KERALA,29.0,7.3,7.3,99.0,0.9,0.23,1088.0,1788.0,2012
1340,MANIMALA AT KALLOOPARA,KERALA,27.0,7.5,6.9,125.0,1.6,0.45,970.0,1400.0,2012
1384,MANIMALA AT THONDRA,KERALA,27.0,6.8,6.9,116.0,1.7,0.4,825.0,1260.0,2012
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,27.0,5.8,7.3,107.0,0.9,0.88,232.0,343.0,2012
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.0,7.1,7.2,85.0,0.8,0.31,67.0,184.0,2012
1339,MEENACHIL AT KIDANGOOR,KERALA,26.0,6.8,7.1,58.0,0.7,0.46,2010.0,3460.0,2012
2304,R MOGRAL AT MOGRAL BR.,KERALA,29.0,5.7,7.3,13197.0,1.5,0.35,46.0,144.0,2012
43,MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,27.0,6.7,7.1,58.0,1.2,0.39,964.0,1739.0,2012
2302,NEELASWARAM AT NAMBIARKAL,KERALA,28.0,7.0,6.9,3453.0,0.9,0.17,56.0,278.0,2012
1570,R NEELESWARAM AT HOSDURG,KERALA,29.0,6.5,7.0,14369.0,1.3,0.27,63.0,175.0,2012
1563,R NEYYAR AT AMARAVILA,KERALA,28.0,6.6,7.3,70.0,1.4,0.39,838.0,1875.0,2012
2284,R NEYYAR AT ARUVIPURAM,KERALA,29.0,7.0,7.3,60.0,0.8,0.18,631.0,1813.0,2012
2288,R PALLICKAL AT NELLIMUKAL,KERALA,26.0,6.3,7.2,97.0,0.8,0.56,357.0,880.0,2012
1156,PAMBA AT CHENGANNUR,KERALA,28.0,6.0,7.0,63.0,1.1,1.04,243.0,493.0,2012
1341,PAMBA AT THAKAZHY,KERALA,28.0,4.4,7.1,113.0,1.5,1.17,358.0,722.0,2012
1565,PAMBA DOWN,KERALA,28.0,4.5,7.2,79.0,1.0,1.04,279.0,537.0,2012
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,28.0,5.1,6.9,1789.0,2.1,0.68,408.0,1946.0,2012
18,PERIYAR AT KALADY,KERALA,27.0,7.5,7.2,36.0,1.1,0.27,282.0,1134.0,2012
1338,PERIYAR AT SEWAGE DISCHARGE POINT,KERALA,28.0,6.8,7.0,59.0,1.3,0.32,648.0,2267.0,2012
2333,PERIYAR AT MUPPATHADAM,KERALA,28.0,6.8,6.9,114.0,1.4,0.23,388.0,1785.0,2012
2334,RIVER PERIYAR AT PATHALAM,KERALA,28.0,5.9,6.8,1108.0,2.2,0.62,386.0,1520.0,2012
2335,R PERIYAR AT KALAMASSERY,KERALA,28.0,4.9,6.7,88.0,2.2,0.28,480.0,2200.0,2012
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.0,6.8,6.9,1686.0,1.4,0.25,236.0,1223.0,2012
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,28.0,7.1,6.9,45.0,1.2,0.29,451.0,1636.0,2012
2300,PERUVAMBA AT CHANDAPPURA,KERALA,26.0,6.9,6.6,56.0,1.1,0.3,177.0,542.0,2012
2303,R PULLUR AT PULLUR BR.,KERALA,28.0,6.5,6.3,49.0,1.0,0.22,87.0,323.0,2012
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.0,4.9,6.6,169.0,2.1,0.76,250.0,1241.0,2012
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.0,4.2,6.5,19575.0,1.4,0.39,210.0,528.0,2012
2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.0,6.9,7.1,63.0,0.9,0.16,152.0,336.0,2012
2296,THALLASSERY AT PATHIPPALAM,KERALA,26.0,6.6,6.7,69.0,0.8,0.38,185.0,464.0,2012
2292,THIRUR AT THALAKKADATHUR BDG,KERALA,29.0,4.5,6.6,6381.0,2.1,0.34,196.0,435.0,2012
2306,R UPPALA AT UPPALA BR.,KERALA,29.0,6.2,7.2,9326.0,1.3,0.22,61.0,141.0,2012
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,27.0,6.6,7.1,15158.0,1.1,0.26,126.0,810.0,2012
1442,VAMANAPURAM,KERALA,29.0,6.3,7.3,74.0,1.2,0.29,725.0,1813.0,2012
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,28.0,6.4,7.1,183.0,2.3,0.62,209.0,398.0,2012
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,27.0,7.1,7.4,135.0,1.9,0.72,419.0,995.0,2012
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,32.0,6.7,7.2,103.0,1.0,0.516,11.0,70.0,2012
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,30.0,6.8,7.1,106.0,1.0,0.516,13.0,137.0,2012
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,27.6,7.1,7.3,212.0,1.4,0.84,3.0,6.0,2011
1246,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT,28.2,5.0,8.3,12771.0,4.1,1.48,7.0,30.0,2011
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,28.0,6.7,8.0,304.0,1.5,0.18,1500.0,3550.0,2011
1861,PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,GUJARAT,28.5,5.8,7.7,1315.0,2.5,0.22,1900.0,6800.0,2011
1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,29.5,5.9,7.6,36593.0,3.9,0.07,1200.0,3200.0,2011
1865,DHADAR AT KOTHADA,GUJARAT,27.0,7.6,7.7,1291.0,10.0,0.34,23.0,77.0,2011
1148,AMBIKA AT BILIMORA,GUJARAT,29.5,6.0,7.7,18865.0,3.6,3.12,900.0,2450.0,2011
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD",GUJARAT,27.0,4.3,8.4,605.0,6.5,1.68,5.0,15.0,2011
1149,KOLAK AT PATALIA BDG.,GUJARAT,26.7,3.7,8.2,600.0,4.3,1.66,6.0,20.0,2011
1438,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT,27.0,4.6,7.2,729.0,4.0,0.33,900.0,2300.0,2011
2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,26.8,6.2,8.4,2670.0,1.3,0.24,221.0,468.0,2011
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,28.7,6.8,6.5,43.0,1.1,0.42,8.0,178.0,2011
1475,ZUARI AT PANCHAWADI,GOA,29.3,6.6,7.0,59.0,1.1,0.27,8.0,113.0,2011
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,28.8,6.0,6.2,106.0,1.5,0.28,9.0,166.0,2011
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,28.3,5.9,6.6,516.0,1.1,0.18,8.0,169.0,2011
1543,RIVER KALNA AT CHANDELNAN PERNEM,GOA,25.8,7.3,6.1,87.0,0.9,0.33,6.0,169.0,2011
1548,RIVER ASSONORA AT ASSONORA,GOA,28.3,7.3,5.9,74.0,1.5,0.22,8.0,163.0,2011
2276,RIVER BICHOLIM VARAZAN NAGAR,GOA,27.8,6.7,6.3,127.0,2.0,0.44,10.0,149.0,2011
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,26.0,6.8,6.2,226.0,1.6,0.18,9.0,151.0,2011
1546,RIVER KHANDEPAR AT OPA NAN PONDA,GOA,27.8,7.1,5.9,93.0,1.8,0.28,9.0,131.0,2011
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA,26.3,7.4,6.2,76.0,1.3,0.41,11.0,133.0,2011
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",GOA,25.7,7.3,6.2,113.0,1.2,0.33,9.0,137.0,2011
1545,RIVER MADAI AT DABOS NAN VALPOI,GOA,29.0,7.3,5.9,100.0,1.3,0.27,6.0,173.0,2011
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,26.9,6.0,5.9,273.0,1.8,0.31,10.0,171.0,2011
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,27.0,6.1,6.5,201.0,2.0,0.43,9.0,149.0,2011
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA,27.5,6.2,6.3,245.0,1.8,0.31,7.0,135.0,2011
1547,RIVER TALPONA AT CANACONA,GOA,28.3,7.0,6.5,75.0,0.9,0.22,7.0,166.0,2011
1544,"VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29.0,7.3,6.0,74.0,1.6,0.11,8.0,181.0,2011
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.2,7.1,7.9,108.0,3.3,0.42,65.0,137.0,2011
1461,"BHATSA AT D/S OF PISE DAM NR PISE VILL (ULHAS), MAHARASHTRA",MAHARASHTRA,27.0,7.1,7.7,111.0,4.4,0.32,221.0,468.0,2011
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,7.0,8.0,129.0,3.5,0.49,40.0,105.0,2011
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.3,7.0,8.0,130.0,3.3,0.46,33.0,93.0,2011
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,28.5,5.7,7.4,2323.0,6.3,1.47,400.0,541.0,2011
2670,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA,28.4,5.9,7.6,462.0,4.9,2.47,23.0,63.0,2011
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,28.4,7.0,7.7,107.0,3.8,0.4,131.0,285.0,2011
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,28.9,6.2,7.4,299.0,5.1,0.95,209.0,401.0,2011
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.2,5.9,7.8,33259.0,6.8,1.61,114.0,228.0,2011
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.9,7.2,7.9,77.0,3.2,0.42,164.0,282.0,2011
2168,MITHI RIVER,MAHARASHTRA,27.0,3.2,7.4,28018.0,46.0,1.67,908.0,1164.0,2011
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,27.9,6.8,7.8,350.0,2.6,1.99,2.0,72.0,2011
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.8,6.9,7.5,133.0,3.2,0.55,252.0,409.0,2011
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.2,6.9,7.5,143.0,3.4,0.54,149.0,307.0,2011
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.1,6.9,609.0,4.2,3.1,65.0,135.0,2011
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.8,7.4,129.0,3.2,0.86,51.0,133.0,2011
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.7,7.4,130.0,3.2,0.75,45.0,124.0,2011
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA,26.9,6.6,7.4,130.0,5.0,0.74,67.0,158.0,2011
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.7,7.5,120.0,3.6,0.73,85.0,226.0,2011
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,26.2,7.1,7.9,139.0,3.2,0.45,74.0,147.0,2011
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,27.4,6.0,7.4,13925.0,59.1,3.08,4.0,116.0,2011
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,26.4,6.7,7.7,274.0,2.3,2.04,5.0,88.0,2011
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,26.7,6.3,7.9,326.0,2.5,2.32,2.0,71.0,2011
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,27.3,6.3,7.9,7392.0,2.4,6.41,4.0,71.0,2011
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,27.4,6.3,7.7,12051.0,4.4,5.37,4.0,102.0,2011
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.6,7.0,8.3,162.0,3.8,0.48,44.0,90.0,2011
2707,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.5,7.0,8.3,212.0,3.6,0.44,47.0,90.0,2011
2708,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,27.5,7.1,8.3,227.0,3.2,0.48,67.0,124.0,2011
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,314.0,4.3,0.45,28.0,69.0,2011
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,25.9,6.8,7.8,151.0,3.4,0.5,601.0,740.0,2011
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,25.9,7.0,7.8,123.0,3.4,0.44,42.0,100.0,2011
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.0,6.9,7.8,139.0,3.3,0.76,85.0,169.0,2011
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,313.0,4.0,0.49,49.0,99.0,2011
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.8,6.7,7.8,215.0,2.5,0.83,2.0,51.0,2011
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI.",MAHARASHTRA,26.2,6.7,7.8,204.0,2.5,0.77,2.0,68.0,2011
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA,25.3,6.9,7.7,205.0,2.2,0.93,2.0,55.0,2011
1342,ACHENKOIL AT THUMPAMON,KERALA,26.6,7.1,6.9,72.0,0.5,0.25,278.0,641.0,2011
1443,ACHENKOIL AT CHENNITHULA,KERALA,26.8,6.6,6.9,70.0,0.9,0.49,223.0,495.0,2011
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.6,6.9,7.1,52.0,0.8,0.18,46.0,520.0,2011
2319,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.8,7.2,7.0,830.0,0.8,0.16,94.0,654.0,2011
2286,R AYROOR AT AYROOR BRIDGE,KERALA,29.3,6.3,6.9,95.0,1.3,0.99,750.0,1325.0,2011
2331,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA,25.4,7.2,7.4,164.0,0.9,0.46,1325.0,2225.0,2011
2332,R BHARATHAPUZHA AT PATTAMBI,KERALA,25.5,6.9,7.5,231.0,0.8,0.55,1000.0,1725.0,2011
1154,CHALAKUDY AT PULICKALKANANDAVU,KERALA,26.6,6.5,6.9,101.0,1.3,0.47,468.0,1127.0,2011
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,24.7,7.1,7.1,64.0,0.6,0.4,283.0,646.0,2011
21,CHALIYAR AT CHUNGAPALLY,KERALA,24.8,7.1,7.1,4600.0,0.6,0.35,229.0,538.0,2011
1572,CHANDRAGIRI AT PADIYATHADKA,KERALA,28.0,7.5,7.2,52.0,0.6,0.15,285.0,900.0,2011
1573,CHITTHRAPUZHA AT IRUMPANAM,KERALA,27.4,2.0,6.8,265.0,2.4,2.3,1525.0,5425.0,2011
2295,R CORAPUZHA AT KANAYANKODE,KERALA,26.0,5.6,7.0,12769.0,1.2,0.41,725.0,1650.0,2011
1564,"ITHIKKARA AT AYUR, KERALA",KERALA,27.4,7.1,7.0,90.0,0.6,0.64,338.0,625.0,2011
2287,R ITHIKKARA AT ITHIKKARA,KERALA,26.5,6.1,7.0,248.0,0.8,0.66,500.0,1150.0,2011
1566,KADALUNDY AT THIRURANGADY,KERALA,28.4,6.0,7.0,94.0,1.1,0.13,183.0,370.0,2011
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,28.8,6.5,7.5,76.0,0.8,0.08,275.0,585.0,2011
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,26.7,1.5,6.6,192.0,3.6,0.92,881.0,2978.0,2011
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,26.4,2.0,6.8,79.0,2.4,0.2,456.0,1275.0,2011
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA",KERALA,26.5,7.2,7.1,52.0,0.6,0.15,298.0,687.0,2011
2294,R KALLAI AT KALLAI BRIDGE,KERALA,25.5,4.0,7.5,25964.0,1.1,0.76,945.0,1588.0,2011
1571,KARINGODE AT KAKKADAVU,KERALA,28.0,7.2,7.3,54.0,0.9,0.25,330.0,610.0,2011
1155,KARAMANA AT MOONNATTUMUKKU,KERALA,28.0,0.8,7.1,1239.0,11.9,1.87,4250.0,11000.0,2011
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,27.9,6.4,6.5,58.0,1.3,0.34,255.0,960.0,2011
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.1,6.3,6.8,77.0,1.2,0.16,73.0,208.0,2011
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,28.6,5.4,6.6,80.0,1.6,0.27,335.0,775.0,2011
2326,R KORAYAR AT KANJIKODE,KERALA,25.3,5.8,7.8,666.0,1.0,0.24,993.0,1650.0,2011
1569,R KUPPAM AT THALIPARAMBA,KERALA,28.3,6.6,7.2,12768.0,1.1,0.13,88.0,1412.0,2011
2298,R KUPPAM AT RAYAROM,KERALA,26.1,7.7,7.2,44.0,1.0,0.28,29.0,148.0,2011
1567,R KUTTIYADY AT KUTTIYADY ESTATE,KERALA,24.3,7.1,7.0,27.0,0.4,0.11,73.0,218.0,2011
1568,"R MAHE AT VALAYAM, KERALA",KERALA,26.0,7.3,7.2,59.0,0.6,0.19,160.0,465.0,2011
2285,R MAMOM AT MAMOM BRIDGE,KERALA,28.5,7.8,7.1,119.0,0.7,0.87,875.0,1725.0,2011
1340,"MANIMALA AT KALLOOPARA,",KERALA,26.6,7.3,7.1,54.0,1.3,0.41,415.0,913.0,2011
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26.8,7.0,6.6,104.0,1.5,0.49,500.0,1000.0,2011
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,28.0,6.0,7.2,92.0,0.7,0.38,765.0,1390.0,2011
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26.2,6.8,6.6,48.0,0.5,0.44,1225.0,2025.0,2011
2304,R MOGRAL AT MOGRAL BR.,KERALA,28.5,5.6,7.1,20455.0,0.6,0.58,433.0,675.0,2011
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,26.5,7.0,7.0,56.0,1.1,0.43,768.0,1725.0,2011
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,29.3,6.7,6.9,2531.0,0.5,0.22,308.0,465.0,2011
1570,R NEELASWARAM AT HOSDURG,KERALA,29.3,6.2,7.2,15362.0,0.8,0.39,830.0,1303.0,2011
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,27.0,7.3,7.2,62.0,0.8,0.95,525.0,985.0,2011
2284,R NEYYAR AT ARUVIPURAM,KERALA,27.3,7.6,7.2,59.0,0.6,0.65,463.0,1163.0,2011
2288,R PALLICKAL AT NELLIMUKAL,KERALA,27.9,6.4,6.8,83.0,0.5,0.42,175.0,575.0,2011
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.8,7.0,6.6,50.0,0.6,0.75,295.0,578.0,2011
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,27.8,6.7,6.8,76.0,1.2,1.21,310.0,625.0,2011
1565,"PAMBA DOWN, KERALA",KERALA,28.3,6.7,6.6,64.0,0.9,1.35,428.0,838.0,2011
17,PERIYAR NEAR ALWAYENANELOOR,KERALA,27.5,5.6,6.9,943.0,1.5,0.4,655.0,1925.0,2011
18,"PERIYAR AT KALADY, KERALA",KERALA,26.3,7.4,7.0,38.0,0.9,0.26,386.0,1196.0,2011
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.0,6.7,6.9,43.0,1.0,0.3,1043.0,2750.0,2011
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,27.4,7.1,7.3,48.0,1.5,0.36,595.0,1775.0,2011
2334,RIVER PERIYAR AT PATHALAM,KERALA,27.0,6.2,6.8,309.0,1.6,0.39,1129.0,2725.0,2011
2335,R PERIYAR AT KALAMASSERY,KERALA,27.4,5.2,6.8,61.0,1.8,0.33,1123.0,2650.0,2011
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,27.3,6.8,6.9,995.0,1.1,0.24,349.0,1258.0,2011
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,27.0,6.8,6.9,52.0,0.9,0.45,39.0,198.0,2011
2303,R PULLUR AT PULLUR BR.,KERALA,27.8,6.2,6.6,44.0,0.7,0.21,715.0,1630.0,2011
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,28.4,4.5,6.5,77.0,1.1,0.34,400.0,2675.0,2011
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.8,4.0,7.0,19279.0,0.9,0.03,98.0,233.0,2011
